"author_a","author_b","year","title"
"MarquesGomes,J","CotaMedeiros,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"MarquesGomes,J","Gramacho,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"MarquesGomes,J","Behrens,GMN","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"MarquesGomes,J","Soriano,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","PereiraNeto,R","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Barteldes,FS","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","GouveiaBarros,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Carvalho,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","dArminioMonforte,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","DelaTorreRosas,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Harris,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Esteves,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Maor,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Mora,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Oliveira,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Sousa,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Richman,DD","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Martinez,E","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","CotaMedeiros,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Gramacho,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Behrens,GMN","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Salt,MJ","Soriano,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Barteldes,FS","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","GouveiaBarros,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Carvalho,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","dArminioMonforte,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","DelaTorreRosas,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Harris,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Esteves,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Maor,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Mora,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Oliveira,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Sousa,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Richman,DD","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Martinez,E","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","CotaMedeiros,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Gramacho,F","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Behrens,GMN","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"PereiraNeto,R","Soriano,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","GouveiaBarros,V","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Carvalho,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","dArminioMonforte,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","DelaTorreRosas,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Harris,A","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Esteves,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Maor,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Mora,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
"Barteldes,FS","Oliveira,C","Accepted/In press","Development of the HIV360 international core set of outcome measures for adults living with HIV: A consensus process. Hiv Medicine. https://doi.org/10.1111/hiv.13221"
